PaperID,ConferenceID
000458c2651ab147d503429f6460aa80155e8e35,0
00059087c954c1af6ece33115315e3e0ecc2f2c2,1
000651c8f5971dff64d5cbeafe7302a53895823e,2
0008cb017b9659277632d26566e512a0bdfde553,0
0009d673b46c3f79835ac13e5a987b3c5e153628,3
00133d41d5ecef1a9d046d2b92bb2a23a335cb7c,4
001528e5987d8864a0187dff279eafdce0fbe703,5
9c04bf14dc03a4290d16e936166a611aac770ae4,6
001f207cc7a80ad08cdbab2b8eca23b0a8618cb3,7
723e8b15ed134e8940adc2b0af06ac016df340f8,7
002544729825daf6843a471ccb22d446969511b7,8
d5dc38ed5a3e386a2f4303ef858796f94bbb44d0,1
8b3298e265545853819add7fbbb93e7a73d1480d,9
003020856c6cfbdecb7f71ca8fb53bfa75e2efec,10
0038069fee6b7a4421dc5ddad8c80a8d5533902e,11
004147dab6dc3372133f551f06d40d0aecc2951e,12
0043212391ddf7d689c434efd0daa9960225e3b0,3
db01720987e8070f011f59bbfe6912b58bf87ded,13
0044614fb5a290bc2ee1d5141579e5dfe783284c,14
0047110e62edb20e946f6d4e498e2506066c67ad,15
004c4777af2589e7759930ea1c674e7537485f73,4
004c7dbd5578865ac72cfa7b6ebc51c7fa7cda31,0
0053e5d294cf983a3c0a9b84dfd6477d291a7089,3
9e3e0bc628d3e45a1107b1daa84345ce3e6ec2ca,16
96b906922390e3a1c2171bb54082a412be2f5d5e,17
e08d8129ff2092cdf8e0d48d29ad075bb952da9f,17
29957ab454c5f19b9a148b56549b056ee340eb51,18
3ac439c4c606ec9f7853819cd25ebb158d4d5123,3
0054a11ba67e1ac4c6243f7fb67e202868ef98d7,7
00576c3890e9c6d312bc3eb36201bce83fc4284f,19
0b509eb7b0b618bb37652b6fc885bd41953e4d12,20
e0ae58b1a801e5c968e8d3cddf9d554efdcfa8b6,21
0058053d9207f79ec0e4dbda7244cfc8215310ec,4
0058d3db8cc451a88af34de1f921349101b2dca2,0
005ad31c9cbf4d296e8afafcab2d532b75e2cb2c,22
005fd196bc4c4631be48d5d4658cd7a15fbc79d5,23
22325dfc59ce9f33d723b68bb9128a1b21227c12,20
