PaperID,RelatedToPaperID
caf27f4542e8dccdaaa22a27a7b95b5ef0c6d2b8,56944a0128b9afcab5c16ad549a5eba831323ebf
000458c2651ab147d503429f6460aa80155e8e35,749596b7b8ccbc083bb6819d783049c5b6fb824b
000458c2651ab147d503429f6460aa80155e8e35,d06c1713f964f8c42b6f8e27ce75e8ed10946d5b
000458c2651ab147d503429f6460aa80155e8e35,316f02dcf2b81796f8924c703c4fe799876cbd6d
000458c2651ab147d503429f6460aa80155e8e35,e06c7a401b6a33a9c88d41763903a9649c8f9931
000458c2651ab147d503429f6460aa80155e8e35,d6f79f1b83ca65ccb684b93aa95231487ebeae11
000458c2651ab147d503429f6460aa80155e8e35,e75bfd0278648847e39b63ec74bd8c8996162932
000458c2651ab147d503429f6460aa80155e8e35,b1966f64185c4b4af90eef9b28fae4c9a32f31e4
000458c2651ab147d503429f6460aa80155e8e35,b721cd7246f28894f65fdac1a51a4731aa6e858c
000458c2651ab147d503429f6460aa80155e8e35,fb49d74af1b168e89919c641fc4592133eaf2e89
000458c2651ab147d503429f6460aa80155e8e35,3711eb5cde92a1fe7ea6f789d4b830379d92b784
000458c2651ab147d503429f6460aa80155e8e35,ffbf05a3ca566e067c955c11b49fd7714bd2c497
000458c2651ab147d503429f6460aa80155e8e35,725b762ba2c18d2cbd621b942ba544d82faa1375
000458c2651ab147d503429f6460aa80155e8e35,110627219174919ab2c18126cca9af751b8cc1ba
000458c2651ab147d503429f6460aa80155e8e35,07953787d5e764ceb2b0b631972c815e5d6badce
000458c2651ab147d503429f6460aa80155e8e35,a210c03e2dc5c8e7a9e487f70180d8fc6e3c4fd8
000458c2651ab147d503429f6460aa80155e8e35,66f73c5c398018db1fd03d2de546f387f7fb88ad
000458c2651ab147d503429f6460aa80155e8e35,2810f734eea2963be59b58cb524a0a41123dd525
000458c2651ab147d503429f6460aa80155e8e35,77bdc8f154ac252db7e60f56e953c5e06beacebd
000458c2651ab147d503429f6460aa80155e8e35,e89bb02898977d45a051ea9db4ac4ce9c45baa03
000458c2651ab147d503429f6460aa80155e8e35,f33c188538910ea6ee516c50a1b201c63fb01fc8
000458c2651ab147d503429f6460aa80155e8e35,e9e95dcf5648ecb88d9e621863123926bdce643c
000458c2651ab147d503429f6460aa80155e8e35,4f5120556215bd87d12abe5116d63aea543c0dfe
000458c2651ab147d503429f6460aa80155e8e35,6a93b0188940cfaa578e5686f6f60f4e96a6a92b
000458c2651ab147d503429f6460aa80155e8e35,ba4495ec576ded85f0e770555f9b24bdc6a08149
000458c2651ab147d503429f6460aa80155e8e35,7cd395a2f0aa899afeea9455c70d7bbbb430852d
000458c2651ab147d503429f6460aa80155e8e35,da3389e431c68260ac1436eb33442d54b93d939b
000458c2651ab147d503429f6460aa80155e8e35,504182c4d2afdd88e5824a02a21c5a11956f768e
000458c2651ab147d503429f6460aa80155e8e35,eb9d20017c2cf327523f29a20fea63c52c22e25e
000458c2651ab147d503429f6460aa80155e8e35,9c587663bb3098411e140d7a05432f11d4bbf6b7
000458c2651ab147d503429f6460aa80155e8e35,5c6cf9cb2fbfd6d5daae1738662358efc71f3609
000458c2651ab147d503429f6460aa80155e8e35,dfd518d74c8dd9b5bf3b8ba4368f6cccea1e4e39
000458c2651ab147d503429f6460aa80155e8e35,5f76de56a59744eb1b771e5940cec65dc488af7e
000458c2651ab147d503429f6460aa80155e8e35,f2ee6b6e3dd3b42daf981d6f1fd5339f32cbd3b4
000458c2651ab147d503429f6460aa80155e8e35,7bb77c09a2c9fe86a15dc14b9d17cb62ad2cc431
000458c2651ab147d503429f6460aa80155e8e35,c47e3b5a81e183fd01f778e2254465038366bfa6
000458c2651ab147d503429f6460aa80155e8e35,135c3452500388ce6e088c6b364d86cc84a7a617
000458c2651ab147d503429f6460aa80155e8e35,5e7aefe0b9fb987b459a90a5eecc0089bf61f776
000458c2651ab147d503429f6460aa80155e8e35,8ff5cc53e47e18e2b77f37d582444823684923ae
000458c2651ab147d503429f6460aa80155e8e35,72f69bbe7976e715d2640a1c2cd4804ca7f0a635
000458c2651ab147d503429f6460aa80155e8e35,a20482387d63cf2d0ffda08a289eb604ba4cf187
000458c2651ab147d503429f6460aa80155e8e35,78ffa9e1d2c765b912fe28e80514c91a678f3b75
000458c2651ab147d503429f6460aa80155e8e35,56763f70eb99594095ca0bf95e5b40f8b47e3339
000458c2651ab147d503429f6460aa80155e8e35,0a740dc6b6cf5b7aa5114d4f730cce9ce4122a79
000458c2651ab147d503429f6460aa80155e8e35,fd73c1c20c0b7fe6b2a652c11e5d38073dcc9f8c
000458c2651ab147d503429f6460aa80155e8e35,76a62cfe3fb7d46412319c85ef94eb76e95c7341
000458c2651ab147d503429f6460aa80155e8e35,0da351c7b1521f0b09ca7d7042f81ee058b89e4b
000458c2651ab147d503429f6460aa80155e8e35,3c574538e1d37cc5f7428aeda5e106c932a48e12
000458c2651ab147d503429f6460aa80155e8e35,3456f25d0e3058d35915223d320726b439d73fd5
000458c2651ab147d503429f6460aa80155e8e35,da501614c5d46a08551a818b7f55c93a53a4bfad
000458c2651ab147d503429f6460aa80155e8e35,ab0ef8e705fa88f079a055842ba20b4f413a69db
000458c2651ab147d503429f6460aa80155e8e35,fa67203a3cd2e1a901d4e1a8b6ac60ffff119e55
000458c2651ab147d503429f6460aa80155e8e35,d39098454f01c547989922ff5f3d8a32071d1591
000458c2651ab147d503429f6460aa80155e8e35,0a3cc5799adfd9194664afe32831f740a039ebb9
000458c2651ab147d503429f6460aa80155e8e35,8d4ea0ae169b5190b133fc95d8b945aed81580ec
000458c2651ab147d503429f6460aa80155e8e35,827455225f598f5444b8025073cefeb9bb3d4a85
000458c2651ab147d503429f6460aa80155e8e35,d3bae557678e69850a29122988911ddac3a0fe5c
